path,size,sha256,source_repo,tag,date,license,purpose
apps/launchpad-install.elf,247384,5f53da68491229b52e18f84017975be3753487fee6e0f22c55d8e7a11fafed02,https://github.com/ps5-payload-dev/launchpad,v0.2,2026-08-31,GPL-3.0,Launchpad installer
apps/payload-manager.elf,2410768,05617c69ea145d1c11b8f7a6b7d3bd9e6df3831afd25d71a4ac85d63fb8e28aa,https://github.com/itsPLK/ps5-payload-manager,v0.5.1,2026-08-02,GPL-3.0,Payload Manager UI
pkg/pkg-manager.elf,1873688,77c945c890c7a5e520cd30a45ebc13fdbf18792e4a0315ac9402914a4f81c566,https://github.com/itsPLK/ps5-pkg-manager,v1.2.4,2026-09-23,unknown,On-console PKG manager
pkg/pkg_install.elf,110440,f723641e32a3ada5c0033748072d373012f0003c401629dd05e3702036528569,https://github.com/ps5-payload-dev/websrv,v0.34,2026-08-02,GPL-3.0,PKG install helper (from websrv PKGInstall.zip)
webkit/webkit-autoloader-installer.elf,2163968,179d5e52ec3e0f595900b40883c0e10cc1fba1efc275a547f47e828d45d05915,https://github.com/itsPLK/ps5-webkit-autoloader,v0.4.0,2026-08-24,GPL-3.0,WebKit autoloader installer
webkit/wk-autoloader.elf,3491072,09f39422f757b53c36682f169a2862be78c2cd255dda5b6bbb37c79cc866b420,https://github.com/X-F1REBALL-X/WK-AutoLoader,v0.2.5,2026-09-22,unknown,WK-AutoLoader home screen jailbreak
kernel/kexp.bin,18912,7cfb3a8cb86db67893c360ae3531f460f800e9f24039797038e6e81fc50f18a9,local-sjb-work,local,2026-09-22,unknown,Kernel exploit helper binary (not ELF)
kernel/kstuff-lite.elf,1737080,858880a8adbedaabfaced025384f4f6f908cfe44f1a049070ad8df911c22b972,https://github.com/EchoStretch/kstuff-lite,v1.11,2026-09-20,NOASSERTION,kstuff-lite kernel patches (EchoStretch)
kernel/kstuff-ps5-payload-dev.elf,4047696,dfd488dc89b2ef372f8ffaa5a29e7ab672e2c10282424aeb484e482cc7896b9d,https://github.com/ps5-payload-dev/kstuff,v2025-01-26,2025-01-25,NOASSERTION,Classic kstuff kernel helper (org release)
kernel/kstuff-toggle-1.elf,109448,9009b96f36721a1b4c305735038d70cd72d596c553156bfa2a27e60a68ae2dee,https://github.com/EchoStretch/kstuff-toggle,0.6,2026-05-07,NOASSERTION,Toggle kstuff on/off variant 1
kernel/kstuff-toggle-2.elf,109448,ae8c39e79f731b5b0515b8487ff7986cf9a626e760881dacc107bd888f3694c6,https://github.com/EchoStretch/kstuff-toggle,0.6,2026-05-07,NOASSERTION,Toggle kstuff on/off variant 2
kernel/kstuff-toggle-3.elf,109448,0e87e92959791d9edf04c314802fcf18ccf37db74ae353d434a0062557f85093,https://github.com/EchoStretch/kstuff-toggle,0.6,2026-05-07,NOASSERTION,Toggle kstuff on/off variant 3
kernel/kstuff-v1.6.7.elf,1550152,f1c1f4b2b6395644af04cbe9828aba58586acf7aacb9e01113cac92ce16e3569,mirror:itsPLK/ps5-payloads-mirror,v1.6.7,mirror,unknown,kstuff build v1.6.7 from community mirror
kernel/ps5-linux-loader.elf,180528,9fc48733077145d1d204a4c9cdb879baaab1e711a604dd73af0dd4a807d6bc49,https://github.com/ps5-linux/ps5-linux-loader,v2.5,2026-09-05,unknown,Linux loader (rest-mode path)
loader/elfldr-ps5.elf,448952,02543da21bb8168e3892004c7fa44c13b4c5dd6d6e9b7c79c18035bf69cd6a39,https://github.com/ps5-payload-dev/elfldr,v0.26 + local build,2026-09-24,GPL-3.0,ELF loader daemon (port 9021) serving the uri and ip endpoints the page calls
loader/already-active.elf,110808,b00fb53f1865518e4c8c125498ca3922107da79091284c4da38040ccde5e7828,https://github.com/X-F1REBALL-X/elf-launcher,own-built,2026-09-24,own,Notification sent when the picked payload is already running
media/plutotv-install.elf,985512,278fca8187a509d2b4cd27796e84596ae850d7e10fc34522bf8796bc9ba756f4,https://github.com/ps5-payload-dev/plutotv,latest,2026,GPL-3.0,Pluto TV media app installer
media/svtplay-install.elf,149168,31f2caac7d53b8754bb37cb0364e615bfc38fc5f02c886d286a4f9e603b56832,https://github.com/ps5-payload-dev/svtplay,latest,2026,GPL-3.0,SVT Play media app installer
media/tv4play-install.elf,625056,8e93a5519bfcb880f39d6803032af40f6176dae538eea12e476fcb6137fc43ea,https://github.com/ps5-payload-dev/tv4play,latest,2026,GPL-3.0,TV4 Play media app installer
files/BFpilot.elf,1810632,5a8237630260026ad054d71fbbe661e433ac9ffa2cb4eea2785769c1eb7ee1c1,https://github.com/ItsBlurf/BFpilot,v0.4.4,2026-08-11,unknown,Browser-based lightweight file manager
ftp/ftpsrv-drakmor.elf,230640,f19ae469b25453a7a4af4529527521d31f143100f18a2c6839666e7121c8bd32,https://github.com/Drakmor/ftpsrv,1.16-ng-stable,2026-09-20,unknown,Drakmor ftpsrv fork (NG stable)
ftp/ftpsrv-ps5-install.elf,717272,0ccfe0097081be0514aabef34390a0f6776226e8b3eefbb047964584e0cfe3a9,https://github.com/ps5-payload-dev/ftpsrv,v0.21.1,2026-08-20,GPL-3.0,ftpsrv installer ELF
ftp/ftpsrv-ps5.elf,191864,7d4b31c83eae4e056580482a3a074e1db25922efc74ac1e439473b45d71a5938,https://github.com/ps5-payload-dev/ftpsrv,v0.21.1,2026-08-20,GPL-3.0,FTP server for jailbroken PS5
network/nanodns.elf,132352,fcfb7d47c3b295560ea1603dc015f7c4950353ef0faca16428bd425680ef1fc5,https://github.com/drakmor/nanoDNS,0.4,2026-08-04,unknown,PS4/PS5 DNS proxy
ftp/ps5_ftp_server.elf,135992,3f9e5b2dea5f4e512afd53548918f68fd9ddd27e3b8017b31aa1f9860293ebee,https://github.com/manos555555/ps5-ftp-server,v2.0,2026,unknown,High-speed FTP server
pkg/ps5upload.elf,2312776,808b7acc5173bf8cfda02281b1ab3bf706dc7977f77c8cd64e1cf733d5aa9831,https://github.com/phantomptr/ps5upload,v5.33.2,2026-09-23,unknown,Fast PKG/homebrew transfer payload
files/web-file-mgr.elf,345432,711cb076e887fcd55d973ade8b84bb6c22720be295bfde18e32761f6e0479a3e,https://github.com/owendswang/ps5-web-file-manager,v1.9,2026-09-16,unknown,Web UI file manager
network/websrv-ps5.elf,1597864,54730c867c6e1148536fdcb370e63a7762d989ea87b62488ad4caff64d43f263,https://github.com/ps5-payload-dev/websrv,v0.34,2026-08-02,GPL-3.0,HTTP homebrew launcher / websrv
ftp/zftpd-ps5-zhttp.elf,3798320,6cf6a738112fc339619ebe772690fa611f60ecdb20164a0e3f49e137277bc42b,https://github.com/seregonwar/zftpd,v1.5.0,2026-06-14,unknown,zftpd with HTTP (PS5)
ftp/zftpd-ps5.elf,371616,68a80e1cb45544c15b1581a49154ad14aa8e29483e5fec786f2a95e0e28ea6cb,https://github.com/seregonwar/zftpd,v1.5.0,2026-06-14,unknown,Zero-copy FTP daemon (PS5)
webkit/Goldengames-PS5-Jailbreak.elf,42665216,3e5a9728dc4423e5adbee0aaa9b45d63efa7469e9c458dad47571a3b485e7b50,https://github.com/robin2kk/Goldengames-PS5-Autoloader,v1.1.1,2026,unknown,Autoloader jailbreak bundle - OPTIONAL (large)
utils/Lapy-JB-Daemon.elf,154280,13559b858fc33cc7fa3dc89e10dccf139070d99ee5d378dd75c969293700799e,https://github.com/ArkSama/PS5-Lapy-JB-Daemon,v1.2,mirror,unknown,Standalone JB daemon (etaHEN-like API) - OPTIONAL
hen/etaHEN-2.5B.bin,4678728,4845cac45095361b8983b14d6690622183b0dcfbf6d7fda16e161aa91ff0531e,https://github.com/etaHEN/etaHEN,2.5B,2025-12-25,GPL-3.0,etaHEN AIO HEN payload (.bin not ELF) - OPTIONAL
hen/onionHEN.elf,4326024,aa3f98847948e2ae8ea600c3f437e28247a0a4f8b73651a046d2859924bf97b3,https://github.com/aydencharles/onionHEN,v0.0.13,2026-09-11,unknown,Alternate HEN enabler (optional)
system/reboot-own.elf,135184,306aad2e95abd93e767ada2aba3e7b54c59d312977eda344ddb717405a3e1017,own-built:/workspace/ps5-reboot,own-built,2026-09-23,own,Same reboot.elf (user-built copy)
system/suspend-own.elf,99568,2934a7adbf50a8e6931ce4ec2374bcd556b441b69d61954e2879a8beb15dc681,own-built:/workspace/ps5-suspend,own-built,2026-09-23,own,Same suspend.elf (user-built copy)
storage/SMPlusGui.elf,742256,a63ed90a4dd1c1ec1a777fdb82b0ab950180e1668344380082918fbdbaececa5,https://github.com/KarnerF/SMPlusGui,v1.0.1,2026-09-21,unknown,Web GUI for ShadowMountPlus
storage/dump_installer.elf,1294504,9b01c2051795d10a6923a2b4c8137a2895ecdf365e736e42cf6750ac707d6245,https://github.com/EchoStretch/dump_installer,1.07,2026-07-12,NOASSERTION,Install dumped apps
storage/dump_runner.elf,110776,816ff23141f100004d882e53bfae80b6c29f6b9427df56524cd1a89403c40df4,https://github.com/EchoStretch/dump_runner,v1.02,2026-03-29,NOASSERTION,Runner for dump workflow
storage/game-compressor.elf,1289424,e55e90aaade13b6e0d4316c1597ef90a21b67a06475c3e25de054224bc1e941b,https://github.com/juma-sayeh/PS5-Game-Compressor,v1.0.4,2026-08-21,NOASSERTION,Compress/repair ShadowMountPlus games
storage/garlic-savemgr-v1.13.1.elf,1665456,b0fc2fcdda977d2a1207d77148746859b7ea7f3cfcad02828a7a9b49651807f5,https://github.com/earthonion/garlic-savemgr,v1.13.1,mirror,unknown,Garlic save mgr alternate build from mirror
storage/garlic-savemgr.elf,1497744,124051ab3a762474720ae53187d2920bc96d6be1d69aa298e715667efc385a2f,https://github.com/earthonion/garlic-savemgr,v1.7,2026-03-16,unknown,Local save manager (prefer author v1.7 over older mirror)
storage/ps5-app-dumper.elf,165248,18483751ebaea6879b020a9dd87c0a4fb4f1bf09f3708d950362a483f78cc0d0,https://github.com/EchoStretch/ps5-app-dumper,v1.11,2026-07-28,NOASSERTION,Dump installed PS5 apps
storage/shadowmountplus.elf,2449672,0b30a1c23b83ebb2aa6523c8caaa5801ee89bde00e90cb36f392a29bb0bdb403,local-sjb + mirror ShadowMountPlus_1.7beta1,1.7beta1,2026,unknown,ShadowMountPlus game mount helper
system/SystemStateManager.elf,119000,f5c25a2a33015113941c66410c8f24639b976e19847f66354c8f7a6bae1070b0,https://github.com/StonedModder/PS5-SystemStateManager,1.0.0,2026,NOASSERTION,TCP control for reboot/rest/shutdown/eject
system/TM44.elf,99560,a041c6d1002743fc97d9b2adc05977e5294465e27851e383dcb47d01e8e7573d,https://github.com/StonedModder/TM44,0.1,2026-06-30,NOASSERTION,Minimal rest-mode / EnterStandby payload
system/poweroff.elf,134024,42ed7983619a31f74a6ac74cc943b80899366ceaf07fed77a46384b9b0f51c48,https://github.com/MasterPS0/PS5-Power-Payloads-Project,1.0,2026-07-06,NOASSERTION,Power off PS5
system/reboot-masterps0.elf,134024,3614f68981adc13a231d3655bf3892725bc25aa372d67a0037698253753b7cbe,https://github.com/MasterPS0/PS5-Power-Payloads-Project,1.0,2026-07-06,NOASSERTION,Reboot PS5 (MasterPS0)
system/reboot.elf,135184,306aad2e95abd93e767ada2aba3e7b54c59d312977eda344ddb717405a3e1017,own-built:/workspace/ps5-reboot,own-built,2026-09-23,own,Userspace reboot via reboot(RB_AUTOBOOT)
system/suspend-masterps0.elf,109608,1a36a01c92cd73fc89645ce73e3f33c71979b5b677c92b6f4c26d269e3f9a2c1,https://github.com/MasterPS0/PS5-Power-Payloads-Project,1.0,2026-07-06,NOASSERTION,Rest mode template (MasterPS0)
system/suspend.elf,99568,2934a7adbf50a8e6931ce4ec2374bcd556b441b69d61954e2879a8beb15dc681,own-built:/workspace/ps5-suspend,own-built,2026-09-23,own,Rest mode via sceSystemStateMgrEnterStandby
utils/BackPork.elf,99800,d74e4cd119b2bb1fd423f2f5b1c9a7f096b3e588c753af1ab48b983d56216a52,https://github.com/BestPig/BackPork,0.1,2026-04-30,unknown,Sideload system libraries into games
cheats/Common_FPS_PS5.elf,535376,4f544fa00f7a430e64c4c8d0ed42d0463d2370c81dabd9141599c27c4f3f99d6,https://github.com/porhe911/Common-FPS-for-PS5,v1.1.0,2026-09-05,GPL-3.0,Universal FPS overlay
utils/LinkDev.elf,6540848,102576e340bb6a931f0c2295934c419f08985a4957cd2c67a2b6243f8f266f74,https://github.com/ps5-payload-dev/linkdev,v0.4.2,2025-06-28,GPL-3.0,Remote Play / link device helper
utils/OffAct.elf,6549256,db250c1f3cf01b879d0d5e22e77b2e24c096ba1e2da20ead2ab758165ba5ab4f,https://github.com/ps5-payload-dev/offact,v0.4.2,2025-06-28,GPL-3.0,Offline account activator
utils/ps5-self-pager-full-system.elf,110848,fb498d4112611619150281e0c44afbd09f144c09eaca3ab3f5b306b39450d13a,https://github.com/idlesauce/ps5-self-pager,v1.2,2026-06-09,Unlicense,SELF pager / decrypt helper variant
utils/ps5-self-pager-game.elf,110848,73d94fea5de9086cac26385c117a0b3098890c447d67536877fb7b51c9145aac,https://github.com/idlesauce/ps5-self-pager,v1.2,2026-06-09,Unlicense,SELF pager / decrypt helper variant
utils/ps5-self-pager-shellcore.elf,110456,2b500bc356b5bcfca5c3e5187bcec0a37c80ed05e39348b8f06bd2e5a6f3342b,https://github.com/idlesauce/ps5-self-pager,v1.2,2026-06-09,Unlicense,SELF pager / decrypt helper variant
utils/ps5-self-pager-system-common-lib.elf,110760,a86c3e69ed38656310b41af4f9221bdb2264ff4daf93fb4c2515fd54a216b701,https://github.com/idlesauce/ps5-self-pager,v1.2,2026-06-09,Unlicense,SELF pager / decrypt helper variant
utils/rp-get-pin.elf,117848,1d611c1856dd2f4b4b6cb42ead1128a7f08a26585788f92de79fa4f67d721472,https://github.com/idlesauce/ps5-remoteplay-get-pin,v0.1.1,2025-03-09,NOASSERTION,Get Remote Play pairing PIN
debug/shsrv-ps5.elf,986184,fa4ccb2587bb61be317df0d001f668b17ebf9b4aafad87acf691b1fb8da0bd2d,https://github.com/ps5-payload-dev/shsrv,v0.20,2026-08-02,GPL-3.0,Telnet-like shell server (port 2323)
files/wfm-7zip-helper.elf,1017616,7a6369489143c2b8887331a7235a6a77dd5667c794c4234973f8159fed92fe24,https://github.com/owendswang/ps5-web-file-manager,v1.9,2026-09-16,unknown,7zip helper for web file manager
archive/elf-launcher-install.elf,4351192,cf5e33a4efa00ead11fdfaedd496d0e6c660233836492ea7bb759519b2dad0c7,https://github.com/X-F1REBALL-X/elf-launcher,own-built,2026-09-24,own,Superseded elf-launcher installer build
archive/ps5-elfs-host.elf,234992,2f54bc5b2bfd5c3ad708de4fae570a46c2368e9e0239d93c11b417fa2c2a2970,https://github.com/X-F1REBALL-X/elf-launcher,own-built,2026-09-24,own,Superseded ps5-elfs host
archive/ps5-elfs-host-installer.elf,127552,655cb770ef4b559d0a6efdbde470ca2563b9b605173c60ecdfd4f5043a2d316a,https://github.com/X-F1REBALL-X/elf-launcher,own-built,2026-09-24,own,Superseded ps5-elfs host installer
archive/ps5-elfs-install.elf,499456,eacb7a9c961bbbf9abcdda2e6540bf69c10e14501cf8aabb86fc89fcef246422,https://github.com/X-F1REBALL-X/elf-launcher,own-built,2026-09-24,own,Superseded ps5-elfs installer
